,date,name,scaled,scaled_day_1,scaled_day_2,scaled_day_3,scaled_day_4,scaled_day_5,scaled_day_6,scaled_day_7,scaled_day_8,scaled_day_9,scaled_day_10,scaled_day_11,scaled_day_12,scaled_day_13,scaled_day_14
3893,2016-10-10,yelp,48.51,54.18,59.78,54.9,50.02,47.58,50.02,46.97,49.41,61.74,59.22,52.92,50.4,48.51,51.66
3899,2016-10-11,yelp,51.03,48.51,54.18,59.78,54.9,50.02,47.58,50.02,46.97,49.41,61.74,59.22,52.92,50.4,48.51
3905,2016-10-12,yelp,53.55,51.03,48.51,54.18,59.78,54.9,50.02,47.58,50.02,46.97,49.41,61.74,59.22,52.92,50.4
3911,2016-10-13,yelp,54.81,53.55,51.03,48.51,54.18,59.78,54.9,50.02,47.58,50.02,46.97,49.41,61.74,59.22,52.92
3917,2016-10-14,yelp,58.59,54.81,53.55,51.03,48.51,54.18,59.78,54.9,50.02,47.58,50.02,46.97,49.41,61.74,59.22
3923,2016-10-15,yelp,58.59,58.59,54.81,53.55,51.03,48.51,54.18,59.78,54.9,50.02,47.58,50.02,46.97,49.41,61.74
3929,2016-10-16,yelp,50.22,58.59,58.59,54.81,53.55,51.03,48.51,54.18,59.78,54.9,50.02,47.58,50.02,46.97,49.41
3935,2016-10-17,yelp,52.08,50.22,58.59,58.59,54.81,53.55,51.03,48.51,54.18,59.78,54.9,50.02,47.58,50.02,46.97
3941,2016-10-18,yelp,50.84,52.08,50.22,58.59,58.59,54.81,53.55,51.03,48.51,54.18,59.78,54.9,50.02,47.58,50.02
3947,2016-10-19,yelp,53.32,50.84,52.08,50.22,58.59,58.59,54.81,53.55,51.03,48.51,54.18,59.78,54.9,50.02,47.58
3953,2016-10-20,yelp,52.08,53.32,50.84,52.08,50.22,58.59,58.59,54.81,53.55,51.03,48.51,54.18,59.78,54.9,50.02
3959,2016-10-21,yelp,55.8,52.08,53.32,50.84,52.08,50.22,58.59,58.59,54.81,53.55,51.03,48.51,54.18,59.78,54.9
3965,2016-10-22,yelp,62.0,55.8,52.08,53.32,50.84,52.08,50.22,58.59,58.59,54.81,53.55,51.03,48.51,54.18,59.78
3971,2016-10-23,yelp,51.46,62.0,55.8,52.08,53.32,50.84,52.08,50.22,58.59,58.59,54.81,53.55,51.03,48.51,54.18
3977,2016-10-24,yelp,50.22,51.46,62.0,55.8,52.08,53.32,50.84,52.08,50.22,58.59,58.59,54.81,53.55,51.03,48.51
3983,2016-10-25,yelp,49.6,50.22,51.46,62.0,55.8,52.08,53.32,50.84,52.08,50.22,58.59,58.59,54.81,53.55,51.03
3989,2016-10-26,yelp,53.94,49.6,50.22,51.46,62.0,55.8,52.08,53.32,50.84,52.08,50.22,58.59,58.59,54.81,53.55
3995,2016-10-27,yelp,52.08,53.94,49.6,50.22,51.46,62.0,55.8,52.08,53.32,50.84,52.08,50.22,58.59,58.59,54.81
4001,2016-10-28,yelp,56.42,52.08,53.94,49.6,50.22,51.46,62.0,55.8,52.08,53.32,50.84,52.08,50.22,58.59,58.59
4007,2016-10-29,yelp,55.18,56.42,52.08,53.94,49.6,50.22,51.46,62.0,55.8,52.08,53.32,50.84,52.08,50.22,58.59
4013,2016-10-30,yelp,47.58,55.18,56.42,52.08,53.94,49.6,50.22,51.46,62.0,55.8,52.08,53.32,50.84,52.08,50.22
4019,2016-10-31,yelp,44.53,47.58,55.18,56.42,52.08,53.94,49.6,50.22,51.46,62.0,55.8,52.08,53.32,50.84,52.08
4025,2016-11-01,yelp,50.02,44.53,47.58,55.18,56.42,52.08,53.94,49.6,50.22,51.46,62.0,55.8,52.08,53.32,50.84
4031,2016-11-02,yelp,51.85,50.02,44.53,47.58,55.18,56.42,52.08,53.94,49.6,50.22,51.46,62.0,55.8,52.08,53.32
4037,2016-11-03,yelp,47.58,51.85,50.02,44.53,47.58,55.18,56.42,52.08,53.94,49.6,50.22,51.46,62.0,55.8,52.08
4043,2016-11-04,yelp,56.12,47.58,51.85,50.02,44.53,47.58,55.18,56.42,52.08,53.94,49.6,50.22,51.46,62.0,55.8
4049,2016-11-05,yelp,61.0,56.12,47.58,51.85,50.02,44.53,47.58,55.18,56.42,52.08,53.94,49.6,50.22,51.46,62.0
4055,2016-11-06,yelp,44.46,61.0,56.12,47.58,51.85,50.02,44.53,47.58,55.18,56.42,52.08,53.94,49.6,50.22,51.46
4061,2016-11-07,yelp,45.6,44.46,61.0,56.12,47.58,51.85,50.02,44.53,47.58,55.18,56.42,52.08,53.94,49.6,50.22
4067,2016-11-08,yelp,42.18,45.6,44.46,61.0,56.12,47.58,51.85,50.02,44.53,47.58,55.18,56.42,52.08,53.94,49.6
4073,2016-11-09,yelp,29.64,42.18,45.6,44.46,61.0,56.12,47.58,51.85,50.02,44.53,47.58,55.18,56.42,52.08,53.94
4079,2016-11-10,yelp,45.6,29.64,42.18,45.6,44.46,61.0,56.12,47.58,51.85,50.02,44.53,47.58,55.18,56.42,52.08
4085,2016-11-11,yelp,53.58,45.6,29.64,42.18,45.6,44.46,61.0,56.12,47.58,51.85,50.02,44.53,47.58,55.18,56.42
4091,2016-11-12,yelp,51.87,53.58,45.6,29.64,42.18,45.6,44.46,61.0,56.12,47.58,51.85,50.02,44.53,47.58,55.18
4097,2016-11-13,yelp,51.24,51.87,53.58,45.6,29.64,42.18,45.6,44.46,61.0,56.12,47.58,51.85,50.02,44.53,47.58
4103,2016-11-14,yelp,45.75,51.24,51.87,53.58,45.6,29.64,42.18,45.6,44.46,61.0,56.12,47.58,51.85,50.02,44.53
4109,2016-11-15,yelp,50.02,45.75,51.24,51.87,53.58,45.6,29.64,42.18,45.6,44.46,61.0,56.12,47.58,51.85,50.02
4115,2016-11-16,yelp,51.24,50.02,45.75,51.24,51.87,53.58,45.6,29.64,42.18,45.6,44.46,61.0,56.12,47.58,51.85
4121,2016-11-17,yelp,50.02,51.24,50.02,45.75,51.24,51.87,53.58,45.6,29.64,42.18,45.6,44.46,61.0,56.12,47.58
4127,2016-11-18,yelp,54.9,50.02,51.24,50.02,45.75,51.24,51.87,53.58,45.6,29.64,42.18,45.6,44.46,61.0,56.12
4133,2016-11-19,yelp,56.73,54.9,50.02,51.24,50.02,45.75,51.24,51.87,53.58,45.6,29.64,42.18,45.6,44.46,61.0
4139,2016-11-20,yelp,40.81,56.73,54.9,50.02,51.24,50.02,45.75,51.24,51.87,53.58,45.6,29.64,42.18,45.6,44.46
4145,2016-11-21,yelp,40.28,40.81,56.73,54.9,50.02,51.24,50.02,45.75,51.24,51.87,53.58,45.6,29.64,42.18,45.6
4151,2016-11-22,yelp,41.87000000000001,40.28,40.81,56.73,54.9,50.02,51.24,50.02,45.75,51.24,51.87,53.58,45.6,29.64,42.18
4157,2016-11-23,yelp,41.34,41.87000000000001,40.28,40.81,56.73,54.9,50.02,51.24,50.02,45.75,51.24,51.87,53.58,45.6,29.64
4163,2016-11-24,yelp,25.97,41.34,41.87000000000001,40.28,40.81,56.73,54.9,50.02,51.24,50.02,45.75,51.24,51.87,53.58,45.6
4169,2016-11-25,yelp,29.68,25.97,41.34,41.87000000000001,40.28,40.81,56.73,54.9,50.02,51.24,50.02,45.75,51.24,51.87,53.58
4175,2016-11-26,yelp,38.16,29.68,25.97,41.34,41.87000000000001,40.28,40.81,56.73,54.9,50.02,51.24,50.02,45.75,51.24,51.87
4181,2016-11-27,yelp,40.15000000000001,38.16,29.68,25.97,41.34,41.87000000000001,40.28,40.81,56.73,54.9,50.02,51.24,50.02,45.75,51.24
4187,2016-11-28,yelp,37.95,40.15000000000001,38.16,29.68,25.97,41.34,41.87000000000001,40.28,40.81,56.73,54.9,50.02,51.24,50.02,45.75
4193,2016-11-29,yelp,39.05,37.95,40.15000000000001,38.16,29.68,25.97,41.34,41.87000000000001,40.28,40.81,56.73,54.9,50.02,51.24,50.02
4199,2016-11-30,yelp,40.15000000000001,39.05,37.95,40.15000000000001,38.16,29.68,25.97,41.34,41.87000000000001,40.28,40.81,56.73,54.9,50.02,51.24
4205,2016-12-01,yelp,44.0,40.15000000000001,39.05,37.95,40.15000000000001,38.16,29.68,25.97,41.34,41.87000000000001,40.28,40.81,56.73,54.9,50.02
4211,2016-12-02,yelp,47.85,44.0,40.15000000000001,39.05,37.95,40.15000000000001,38.16,29.68,25.97,41.34,41.87000000000001,40.28,40.81,56.73,54.9
4217,2016-12-03,yelp,47.85,47.85,44.0,40.15000000000001,39.05,37.95,40.15000000000001,38.16,29.68,25.97,41.34,41.87000000000001,40.28,40.81,56.73
4223,2016-12-04,yelp,44.0,47.85,47.85,44.0,40.15000000000001,39.05,37.95,40.15000000000001,38.16,29.68,25.97,41.34,41.87000000000001,40.28,40.81
4229,2016-12-05,yelp,42.90000000000001,44.0,47.85,47.85,44.0,40.15000000000001,39.05,37.95,40.15000000000001,38.16,29.68,25.97,41.34,41.87000000000001,40.28
4235,2016-12-06,yelp,46.2,42.90000000000001,44.0,47.85,47.85,44.0,40.15000000000001,39.05,37.95,40.15000000000001,38.16,29.68,25.97,41.34,41.87000000000001
4241,2016-12-07,yelp,46.75000000000001,46.2,42.90000000000001,44.0,47.85,47.85,44.0,40.15000000000001,39.05,37.95,40.15000000000001,38.16,29.68,25.97,41.34
4247,2016-12-08,yelp,45.65000000000001,46.75000000000001,46.2,42.90000000000001,44.0,47.85,47.85,44.0,40.15000000000001,39.05,37.95,40.15000000000001,38.16,29.68,25.97
4253,2016-12-09,yelp,43.45,45.65000000000001,46.75000000000001,46.2,42.90000000000001,44.0,47.85,47.85,44.0,40.15000000000001,39.05,37.95,40.15000000000001,38.16,29.68
4259,2016-12-10,yelp,43.45,43.45,45.65000000000001,46.75000000000001,46.2,42.90000000000001,44.0,47.85,47.85,44.0,40.15000000000001,39.05,37.95,40.15000000000001,38.16
4265,2016-12-11,yelp,43.31999999999999,43.45,43.45,45.65000000000001,46.75000000000001,46.2,42.90000000000001,44.0,47.85,47.85,44.0,40.15000000000001,39.05,37.95,40.15000000000001
4271,2016-12-12,yelp,42.18,43.31999999999999,43.45,43.45,45.65000000000001,46.75000000000001,46.2,42.90000000000001,44.0,47.85,47.85,44.0,40.15000000000001,39.05,37.95
4277,2016-12-13,yelp,45.03,42.18,43.31999999999999,43.45,43.45,45.65000000000001,46.75000000000001,46.2,42.90000000000001,44.0,47.85,47.85,44.0,40.15000000000001,39.05
4283,2016-12-14,yelp,43.88999999999999,45.03,42.18,43.31999999999999,43.45,43.45,45.65000000000001,46.75000000000001,46.2,42.90000000000001,44.0,47.85,47.85,44.0,40.15000000000001
4289,2016-12-15,yelp,46.17,43.88999999999999,45.03,42.18,43.31999999999999,43.45,43.45,45.65000000000001,46.75000000000001,46.2,42.90000000000001,44.0,47.85,47.85,44.0
4295,2016-12-16,yelp,48.45,46.17,43.88999999999999,45.03,42.18,43.31999999999999,43.45,43.45,45.65000000000001,46.75000000000001,46.2,42.90000000000001,44.0,47.85,47.85
4301,2016-12-17,yelp,47.88,48.45,46.17,43.88999999999999,45.03,42.18,43.31999999999999,43.45,43.45,45.65000000000001,46.75000000000001,46.2,42.90000000000001,44.0,47.85
4307,2016-12-18,yelp,42.34,47.88,48.45,46.17,43.88999999999999,45.03,42.18,43.31999999999999,43.45,43.45,45.65000000000001,46.75000000000001,46.2,42.90000000000001,44.0
4313,2016-12-19,yelp,47.56,42.34,47.88,48.45,46.17,43.88999999999999,45.03,42.18,43.31999999999999,43.45,43.45,45.65000000000001,46.75000000000001,46.2,42.90000000000001
4319,2016-12-20,yelp,49.88,47.56,42.34,47.88,48.45,46.17,43.88999999999999,45.03,42.18,43.31999999999999,43.45,43.45,45.65000000000001,46.75000000000001,46.2
4325,2016-12-21,yelp,53.94,49.88,47.56,42.34,47.88,48.45,46.17,43.88999999999999,45.03,42.18,43.31999999999999,43.45,43.45,45.65000000000001,46.75000000000001
4331,2016-12-22,yelp,49.88,53.94,49.88,47.56,42.34,47.88,48.45,46.17,43.88999999999999,45.03,42.18,43.31999999999999,43.45,43.45,45.65000000000001
4337,2016-12-23,yelp,49.3,49.88,53.94,49.88,47.56,42.34,47.88,48.45,46.17,43.88999999999999,45.03,42.18,43.31999999999999,43.45,43.45
4343,2016-12-24,yelp,38.28,49.3,49.88,53.94,49.88,47.56,42.34,47.88,48.45,46.17,43.88999999999999,45.03,42.18,43.31999999999999,43.45
4349,2016-12-25,yelp,33.04,38.28,49.3,49.88,53.94,49.88,47.56,42.34,47.88,48.45,46.17,43.88999999999999,45.03,42.18,43.31999999999999
4355,2016-12-26,yelp,43.07,33.04,38.28,49.3,49.88,53.94,49.88,47.56,42.34,47.88,48.45,46.17,43.88999999999999,45.03,42.18
4361,2016-12-27,yelp,52.51,43.07,33.04,38.28,49.3,49.88,53.94,49.88,47.56,42.34,47.88,48.45,46.17,43.88999999999999,45.03
4367,2016-12-28,yelp,59.0,52.51,43.07,33.04,38.28,49.3,49.88,53.94,49.88,47.56,42.34,47.88,48.45,46.17,43.88999999999999
4373,2016-12-29,yelp,56.64,59.0,52.51,43.07,33.04,38.28,49.3,49.88,53.94,49.88,47.56,42.34,47.88,48.45,46.17
4379,2016-12-30,yelp,55.46,56.64,59.0,52.51,43.07,33.04,38.28,49.3,49.88,53.94,49.88,47.56,42.34,47.88,48.45
4385,2016-12-31,yelp,45.43,55.46,56.64,59.0,52.51,43.07,33.04,38.28,49.3,49.88,53.94,49.88,47.56,42.34,47.88
4391,2017-01-01,yelp,42.48,45.43,55.46,56.64,59.0,52.51,43.07,33.04,38.28,49.3,49.88,53.94,49.88,47.56,42.34
4397,2017-01-02,yelp,46.02,42.48,45.43,55.46,56.64,59.0,52.51,43.07,33.04,38.28,49.3,49.88,53.94,49.88,47.56
4403,2017-01-03,yelp,52.51,46.02,42.48,45.43,55.46,56.64,59.0,52.51,43.07,33.04,38.28,49.3,49.88,53.94,49.88
4409,2017-01-04,yelp,52.51,52.51,46.02,42.48,45.43,55.46,56.64,59.0,52.51,43.07,33.04,38.28,49.3,49.88,53.94
4415,2017-01-05,yelp,53.1,52.51,52.51,46.02,42.48,45.43,55.46,56.64,59.0,52.51,43.07,33.04,38.28,49.3,49.88
4421,2017-01-06,yelp,54.28,53.1,52.51,52.51,46.02,42.48,45.43,55.46,56.64,59.0,52.51,43.07,33.04,38.28,49.3
4427,2017-01-07,yelp,51.92,54.28,53.1,52.51,52.51,46.02,42.48,45.43,55.46,56.64,59.0,52.51,43.07,33.04,38.28
4433,2017-01-08,yelp,47.56,51.92,54.28,53.1,52.51,52.51,46.02,42.48,45.43,55.46,56.64,59.0,52.51,43.07,33.04
4439,2017-01-09,yelp,49.88,47.56,51.92,54.28,53.1,52.51,52.51,46.02,42.48,45.43,55.46,56.64,59.0,52.51,43.07
4445,2017-01-10,yelp,49.88,49.88,47.56,51.92,54.28,53.1,52.51,52.51,46.02,42.48,45.43,55.46,56.64,59.0,52.51
4451,2017-01-11,yelp,49.3,49.88,49.88,47.56,51.92,54.28,53.1,52.51,52.51,46.02,42.48,45.43,55.46,56.64,59.0
4457,2017-01-12,yelp,51.62,49.3,49.88,49.88,47.56,51.92,54.28,53.1,52.51,52.51,46.02,42.48,45.43,55.46,56.64
4463,2017-01-13,yelp,53.94,51.62,49.3,49.88,49.88,47.56,51.92,54.28,53.1,52.51,52.51,46.02,42.48,45.43,55.46
4469,2017-01-14,yelp,56.26,53.94,51.62,49.3,49.88,49.88,47.56,51.92,54.28,53.1,52.51,52.51,46.02,42.48,45.43
4475,2017-01-15,yelp,53.07,56.26,53.94,51.62,49.3,49.88,49.88,47.56,51.92,54.28,53.1,52.51,52.51,46.02,42.48
4481,2017-01-16,yelp,52.46,53.07,56.26,53.94,51.62,49.3,49.88,49.88,47.56,51.92,54.28,53.1,52.51,52.51,46.02
4487,2017-01-17,yelp,49.41,52.46,53.07,56.26,53.94,51.62,49.3,49.88,49.88,47.56,51.92,54.28,53.1,52.51,52.51
4493,2017-01-18,yelp,54.9,49.41,52.46,53.07,56.26,53.94,51.62,49.3,49.88,49.88,47.56,51.92,54.28,53.1,52.51
4499,2017-01-19,yelp,55.51,54.9,49.41,52.46,53.07,56.26,53.94,51.62,49.3,49.88,49.88,47.56,51.92,54.28,53.1
4505,2017-01-20,yelp,52.46,55.51,54.9,49.41,52.46,53.07,56.26,53.94,51.62,49.3,49.88,49.88,47.56,51.92,54.28
4511,2017-01-21,yelp,54.9,52.46,55.51,54.9,49.41,52.46,53.07,56.26,53.94,51.62,49.3,49.88,49.88,47.56,51.92
4517,2017-01-22,yelp,47.4,54.9,52.46,55.51,54.9,49.41,52.46,53.07,56.26,53.94,51.62,49.3,49.88,49.88,47.56
4523,2017-01-23,yelp,48.6,47.4,54.9,52.46,55.51,54.9,49.41,52.46,53.07,56.26,53.94,51.62,49.3,49.88,49.88
4529,2017-01-24,yelp,52.8,48.6,47.4,54.9,52.46,55.51,54.9,49.41,52.46,53.07,56.26,53.94,51.62,49.3,49.88
4535,2017-01-25,yelp,51.0,52.8,48.6,47.4,54.9,52.46,55.51,54.9,49.41,52.46,53.07,56.26,53.94,51.62,49.3
4541,2017-01-26,yelp,52.2,51.0,52.8,48.6,47.4,54.9,52.46,55.51,54.9,49.41,52.46,53.07,56.26,53.94,51.62
4547,2017-01-27,yelp,55.2,52.2,51.0,52.8,48.6,47.4,54.9,52.46,55.51,54.9,49.41,52.46,53.07,56.26,53.94
4553,2017-01-28,yelp,60.0,55.2,52.2,51.0,52.8,48.6,47.4,54.9,52.46,55.51,54.9,49.41,52.46,53.07,56.26
4559,2017-01-29,yelp,46.4,60.0,55.2,52.2,51.0,52.8,48.6,47.4,54.9,52.46,55.51,54.9,49.41,52.46,53.07
4565,2017-01-30,yelp,48.13999999999999,46.4,60.0,55.2,52.2,51.0,52.8,48.6,47.4,54.9,52.46,55.51,54.9,49.41,52.46
4571,2017-01-31,yelp,50.46,48.13999999999999,46.4,60.0,55.2,52.2,51.0,52.8,48.6,47.4,54.9,52.46,55.51,54.9,49.41
4577,2017-02-01,yelp,50.46,50.46,48.13999999999999,46.4,60.0,55.2,52.2,51.0,52.8,48.6,47.4,54.9,52.46,55.51,54.9
4583,2017-02-02,yelp,51.04,50.46,50.46,48.13999999999999,46.4,60.0,55.2,52.2,51.0,52.8,48.6,47.4,54.9,52.46,55.51
4589,2017-02-03,yelp,53.36,51.04,50.46,50.46,48.13999999999999,46.4,60.0,55.2,52.2,51.0,52.8,48.6,47.4,54.9,52.46
4595,2017-02-04,yelp,51.04,53.36,51.04,50.46,50.46,48.13999999999999,46.4,60.0,55.2,52.2,51.0,52.8,48.6,47.4,54.9
4601,2017-02-05,yelp,44.66,51.04,53.36,51.04,50.46,50.46,48.13999999999999,46.4,60.0,55.2,52.2,51.0,52.8,48.6,47.4
4607,2017-02-06,yelp,42.34,44.66,51.04,53.36,51.04,50.46,50.46,48.13999999999999,46.4,60.0,55.2,52.2,51.0,52.8,48.6
4613,2017-02-07,yelp,48.72,42.34,44.66,51.04,53.36,51.04,50.46,50.46,48.13999999999999,46.4,60.0,55.2,52.2,51.0,52.8
4619,2017-02-08,yelp,52.78,48.72,42.34,44.66,51.04,53.36,51.04,50.46,50.46,48.13999999999999,46.4,60.0,55.2,52.2,51.0
4625,2017-02-09,yelp,51.04,52.78,48.72,42.34,44.66,51.04,53.36,51.04,50.46,50.46,48.13999999999999,46.4,60.0,55.2,52.2
4631,2017-02-10,yelp,53.36,51.04,52.78,48.72,42.34,44.66,51.04,53.36,51.04,50.46,50.46,48.13999999999999,46.4,60.0,55.2
4637,2017-02-11,yelp,57.42,53.36,51.04,52.78,48.72,42.34,44.66,51.04,53.36,51.04,50.46,50.46,48.13999999999999,46.4,60.0
4643,2017-02-12,yelp,52.46,57.42,53.36,51.04,52.78,48.72,42.34,44.66,51.04,53.36,51.04,50.46,50.46,48.13999999999999,46.4
4649,2017-02-13,yelp,54.29,52.46,57.42,53.36,51.04,52.78,48.72,42.34,44.66,51.04,53.36,51.04,50.46,50.46,48.13999999999999
4655,2017-02-14,yelp,55.51,54.29,52.46,57.42,53.36,51.04,52.78,48.72,42.34,44.66,51.04,53.36,51.04,50.46,50.46
4661,2017-02-15,yelp,54.29,55.51,54.29,52.46,57.42,53.36,51.04,52.78,48.72,42.34,44.66,51.04,53.36,51.04,50.46
4667,2017-02-16,yelp,53.68,54.29,55.51,54.29,52.46,57.42,53.36,51.04,52.78,48.72,42.34,44.66,51.04,53.36,51.04
4673,2017-02-17,yelp,59.17,53.68,54.29,55.51,54.29,52.46,57.42,53.36,51.04,52.78,48.72,42.34,44.66,51.04,53.36
4679,2017-02-18,yelp,61.0,59.17,53.68,54.29,55.51,54.29,52.46,57.42,53.36,51.04,52.78,48.72,42.34,44.66,51.04
4685,2017-02-19,yelp,55.51,61.0,59.17,53.68,54.29,55.51,54.29,52.46,57.42,53.36,51.04,52.78,48.72,42.34,44.66
4691,2017-02-20,yelp,50.02,55.51,61.0,59.17,53.68,54.29,55.51,54.29,52.46,57.42,53.36,51.04,52.78,48.72,42.34
4697,2017-02-21,yelp,51.85,50.02,55.51,61.0,59.17,53.68,54.29,55.51,54.29,52.46,57.42,53.36,51.04,52.78,48.72
4703,2017-02-22,yelp,54.29,51.85,50.02,55.51,61.0,59.17,53.68,54.29,55.51,54.29,52.46,57.42,53.36,51.04,52.78
4709,2017-02-23,yelp,51.24,54.29,51.85,50.02,55.51,61.0,59.17,53.68,54.29,55.51,54.29,52.46,57.42,53.36,51.04
4715,2017-02-24,yelp,55.51,51.24,54.29,51.85,50.02,55.51,61.0,59.17,53.68,54.29,55.51,54.29,52.46,57.42,53.36
4721,2017-02-25,yelp,59.17,55.51,51.24,54.29,51.85,50.02,55.51,61.0,59.17,53.68,54.29,55.51,54.29,52.46,57.42
4727,2017-02-26,yelp,52.2,59.17,55.51,51.24,54.29,51.85,50.02,55.51,61.0,59.17,53.68,54.29,55.51,54.29,52.46
4733,2017-02-27,yelp,46.2,52.2,59.17,55.51,51.24,54.29,51.85,50.02,55.51,61.0,59.17,53.68,54.29,55.51,54.29
4739,2017-02-28,yelp,49.8,46.2,52.2,59.17,55.51,51.24,54.29,51.85,50.02,55.51,61.0,59.17,53.68,54.29,55.51
4745,2017-03-01,yelp,53.4,49.8,46.2,52.2,59.17,55.51,51.24,54.29,51.85,50.02,55.51,61.0,59.17,53.68,54.29
4751,2017-03-02,yelp,53.4,53.4,49.8,46.2,52.2,59.17,55.51,51.24,54.29,51.85,50.02,55.51,61.0,59.17,53.68
4757,2017-03-03,yelp,57.0,53.4,53.4,49.8,46.2,52.2,59.17,55.51,51.24,54.29,51.85,50.02,55.51,61.0,59.17
4763,2017-03-04,yelp,57.6,57.0,53.4,53.4,49.8,46.2,52.2,59.17,55.51,51.24,54.29,51.85,50.02,55.51,61.0
4769,2017-03-05,yelp,53.32,57.6,57.0,53.4,53.4,49.8,46.2,52.2,59.17,55.51,51.24,54.29,51.85,50.02,55.51
4775,2017-03-06,yelp,51.46,53.32,57.6,57.0,53.4,53.4,49.8,46.2,52.2,59.17,55.51,51.24,54.29,51.85,50.02
4781,2017-03-07,yelp,55.8,51.46,53.32,57.6,57.0,53.4,53.4,49.8,46.2,52.2,59.17,55.51,51.24,54.29,51.85
4787,2017-03-08,yelp,53.32,55.8,51.46,53.32,57.6,57.0,53.4,53.4,49.8,46.2,52.2,59.17,55.51,51.24,54.29
4793,2017-03-09,yelp,53.94,53.32,55.8,51.46,53.32,57.6,57.0,53.4,53.4,49.8,46.2,52.2,59.17,55.51,51.24
4799,2017-03-10,yelp,58.9,53.94,53.32,55.8,51.46,53.32,57.6,57.0,53.4,53.4,49.8,46.2,52.2,59.17,55.51
4805,2017-03-11,yelp,57.04,58.9,53.94,53.32,55.8,51.46,53.32,57.6,57.0,53.4,53.4,49.8,46.2,52.2,59.17
4811,2017-03-12,yelp,52.51,57.04,58.9,53.94,53.32,55.8,51.46,53.32,57.6,57.0,53.4,53.4,49.8,46.2,52.2
4817,2017-03-13,yelp,48.38,52.51,57.04,58.9,53.94,53.32,55.8,51.46,53.32,57.6,57.0,53.4,53.4,49.8,46.2
4823,2017-03-14,yelp,47.79,48.38,52.51,57.04,58.9,53.94,53.32,55.8,51.46,53.32,57.6,57.0,53.4,53.4,49.8
4829,2017-03-15,yelp,51.92,47.79,48.38,52.51,57.04,58.9,53.94,53.32,55.8,51.46,53.32,57.6,57.0,53.4,53.4
4835,2017-03-16,yelp,53.1,51.92,47.79,48.38,52.51,57.04,58.9,53.94,53.32,55.8,51.46,53.32,57.6,57.0,53.4
4841,2017-03-17,yelp,56.64,53.1,51.92,47.79,48.38,52.51,57.04,58.9,53.94,53.32,55.8,51.46,53.32,57.6,57.0
4847,2017-03-18,yelp,55.46,56.64,53.1,51.92,47.79,48.38,52.51,57.04,58.9,53.94,53.32,55.8,51.46,53.32,57.6
4853,2017-03-19,yelp,48.8,55.46,56.64,53.1,51.92,47.79,48.38,52.51,57.04,58.9,53.94,53.32,55.8,51.46,53.32
4859,2017-03-20,yelp,49.41,48.8,55.46,56.64,53.1,51.92,47.79,48.38,52.51,57.04,58.9,53.94,53.32,55.8,51.46
4865,2017-03-21,yelp,51.85,49.41,48.8,55.46,56.64,53.1,51.92,47.79,48.38,52.51,57.04,58.9,53.94,53.32,55.8
4871,2017-03-22,yelp,55.51,51.85,49.41,48.8,55.46,56.64,53.1,51.92,47.79,48.38,52.51,57.04,58.9,53.94,53.32
4877,2017-03-23,yelp,54.9,55.51,51.85,49.41,48.8,55.46,56.64,53.1,51.92,47.79,48.38,52.51,57.04,58.9,53.94
4883,2017-03-24,yelp,58.56,54.9,55.51,51.85,49.41,48.8,55.46,56.64,53.1,51.92,47.79,48.38,52.51,57.04,58.9
4889,2017-03-25,yelp,61.0,58.56,54.9,55.51,51.85,49.41,48.8,55.46,56.64,53.1,51.92,47.79,48.38,52.51,57.04
4895,2017-03-26,yelp,57.6,61.0,58.56,54.9,55.51,51.85,49.41,48.8,55.46,56.64,53.1,51.92,47.79,48.38,52.51
4901,2017-03-27,yelp,58.88,57.6,61.0,58.56,54.9,55.51,51.85,49.41,48.8,55.46,56.64,53.1,51.92,47.79,48.38
4907,2017-03-28,yelp,58.88,58.88,57.6,61.0,58.56,54.9,55.51,51.85,49.41,48.8,55.46,56.64,53.1,51.92,47.79
4913,2017-03-29,yelp,59.52,58.88,58.88,57.6,61.0,58.56,54.9,55.51,51.85,49.41,48.8,55.46,56.64,53.1,51.92
4919,2017-03-30,yelp,58.88,59.52,58.88,58.88,57.6,61.0,58.56,54.9,55.51,51.85,49.41,48.8,55.46,56.64,53.1
4925,2017-03-31,yelp,62.72,58.88,59.52,58.88,58.88,57.6,61.0,58.56,54.9,55.51,51.85,49.41,48.8,55.46,56.64
4931,2017-04-01,yelp,59.52,62.72,58.88,59.52,58.88,58.88,57.6,61.0,58.56,54.9,55.51,51.85,49.41,48.8,55.46
4937,2017-04-02,yelp,53.94,59.52,62.72,58.88,59.52,58.88,58.88,57.6,61.0,58.56,54.9,55.51,51.85,49.41,48.8
4943,2017-04-03,yelp,51.46,53.94,59.52,62.72,58.88,59.52,58.88,58.88,57.6,61.0,58.56,54.9,55.51,51.85,49.41
4949,2017-04-04,yelp,55.18,51.46,53.94,59.52,62.72,58.88,59.52,58.88,58.88,57.6,61.0,58.56,54.9,55.51,51.85
4955,2017-04-05,yelp,55.18,55.18,51.46,53.94,59.52,62.72,58.88,59.52,58.88,58.88,57.6,61.0,58.56,54.9,55.51
4961,2017-04-06,yelp,54.56,55.18,55.18,51.46,53.94,59.52,62.72,58.88,59.52,58.88,58.88,57.6,61.0,58.56,54.9
4967,2017-04-07,yelp,56.42,54.56,55.18,55.18,51.46,53.94,59.52,62.72,58.88,59.52,58.88,58.88,57.6,61.0,58.56
